X (Cause),Y (Effect),Lag 7,Lag 14,Lag 21,Lag 28,Lag 35,Lag 42,Lag 49,Lag 56
"MEI_CLI_05082020095624442 - OECD Standardised CCI, Amplitude adjusted (Long term average=100), sa - CAN - M - Index",Trend,0.0066,0.0106,0.0064,0.0086,0.0107,0.0246,0.0678,0.2474
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - AUS - M - Index,Trend,0.8964,0.1441,0.0711,0.1151,0.0493,0.0338,0.0165,0.0182
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - CHE - M - Index,Trend,0.3658,0.0112,0.0032,0.0147,0.0057,0.0047,0.001,0.0005
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - LUX - M - Index,Trend,0.7312,0.0295,0.0701,0.0112,0.0122,0.0113,0.0053,0.0125
MEI_CLI_05082020095624442 - Ratio to trend (GDP) - ZAF - M - Index,Trend,0.0319,0.0147,0.0384,0.2682,0.211,0.0552,0.0976,0.0379
"MEI_FIN_05082020095107560 - Broad Money (M3) Index, SA - CHE - M - Index",Trend,0.0794,0.0006,0.0124,0.0532,0.0763,0.1033,0.1063,0.0332
"MEI_FIN_05082020095107560 - Broad Money (M3) Index, SA - CHL - M - Index",Trend,0.1945,0.0054,0.0081,0.0223,0.0041,0.0176,0.0355,0.0171
"MEI_FIN_05082020095107560 - Broad Money (M3) Index, SA - USA - M - Index",Trend,0.0263,0.0071,0.0369,0.1172,0.068,0.0143,0.0348,0.0475
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - COL - M - National currency per US dollar",Trend,0.0,0.0024,0.0091,0.0283,0.1258,0.1708,0.1245,0.3652
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - CZE - M - National currency per US dollar",Trend,0.1132,0.1306,0.073,0.0168,0.1274,0.2217,0.5535,0.4229
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - GBR - M - National currency per US dollar",Trend,0.0002,0.0017,0.0031,0.0049,0.063,0.1203,0.171,0.1086
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - HUN - M - National currency per US dollar",Trend,0.0597,0.0765,0.0128,0.0122,0.0484,0.0692,0.148,0.1533
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - NOR - M - National currency per US dollar",Trend,0.0002,0.0013,0.0002,0.0028,0.0773,0.1349,0.4305,0.4018
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - NZL - M - National currency per US dollar",Trend,0.0015,0.4218,0.2654,0.1528,0.327,0.3309,0.2228,0.4431
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - POL - M - National currency per US dollar",Trend,0.0799,0.0794,0.0343,0.0853,0.2148,0.2829,0.5283,0.5394
"MEI_FIN_05082020095107560 - Currency exchange rates, monthly average - RUS - M - National currency per US dollar",Trend,0.0304,0.1756,0.1854,0.1321,0.1908,0.5307,0.552,0.6867
"MEI_FIN_05082020095107560 - Immediate interest rates, Call Money, Interbank Rate, Per cent per annum - CHN - M - Percentage",Trend,0.03,0.069,0.0376,0.0183,0.018,0.0229,0.0173,0.0501
"MEI_FIN_05082020095107560 - Immediate interest rates, Call Money, Interbank Rate, Per cent per annum - DNK - M - Percentage",Trend,0.0003,0.0,0.0026,0.0001,0.0,0.0003,0.0021,0.0006
"MEI_FIN_05082020095107560 - Immediate interest rates, Call Money, Interbank Rate, Per cent per annum - JPN - M - Percentage",Trend,0.0197,0.014,0.3081,0.0136,0.0121,0.0161,0.0297,0.0216
"MEI_FIN_05082020095107560 - Immediate interest rates, Call Money, Interbank Rate, Per cent per annum - POL - M - Percentage",Trend,0.0985,0.0449,0.195,0.011,0.0168,0.0652,0.0532,0.0046
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - GRC - M - Percentage",Trend,0.2216,0.2271,0.6939,0.3177,0.0346,0.0966,0.0672,0.0439
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - IND - M - Percentage",Trend,0.0567,0.3429,0.3759,0.1027,0.2131,0.18,0.2165,0.5153
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - ISR - M - Percentage",Trend,0.0084,0.0889,0.2752,0.0887,0.0072,0.0112,0.0033,0.0207
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - LTU - M - Percentage",Trend,0.0618,0.0497,0.016,0.0018,0.0002,0.0001,0.0006,0.0111
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - MEX - M - Percentage",Trend,0.1434,0.0249,0.0131,0.0106,0.0304,0.0018,0.0083,0.0261
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - POL - M - Percentage",Trend,0.2279,0.1736,0.3971,0.3341,0.2515,0.331,0.4957,0.5545
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - RUS - M - Percentage",Trend,0.0232,0.0443,0.1104,0.0555,0.1721,0.4773,0.3778,0.3485
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - SVN - M - Percentage",Trend,0.0404,0.0073,0.0672,0.1108,0.2379,0.2315,0.3922,0.5283
"MEI_FIN_05082020095107560 - Long-term interest rates, Per cent per annum - SWE - M - Percentage",Trend,0.0144,0.0437,0.1319,0.1447,0.0348,0.1017,0.2443,0.2113
"MEI_FIN_05082020095107560 - Narrow Money (M1) Index, SA - JPN - M - Index",Trend,0.0002,0.0003,0.0034,0.0001,0.0005,0.0017,0.0028,0.0036
"MEI_FIN_05082020095107560 - Narrow Money (M1) Index, SA - MEX - M - Index",Trend,0.0096,0.1068,0.1203,0.0542,0.0344,0.144,0.1983,0.1268
"MEI_FIN_05082020095107560 - Narrow Money (M1) Index, SA - NOR - M - Index",Trend,0.4847,0.1306,0.2965,0.1471,0.0834,0.217,0.259,0.3202
"MEI_FIN_05082020095107560 - Narrow Money (M1) Index, SA - RUS - M - Index",Trend,0.066,0.146,0.1347,0.0859,0.152,0.0888,0.0748,0.0012
MEI_FIN_05082020095107560 - Relative consumer price indices - CHN - M - Index,Trend,0.0682,0.01,0.0056,0.1228,0.185,0.3006,0.331,0.3307
MEI_FIN_05082020095107560 - Relative consumer price indices - COL - M - Index,Trend,0.0,0.0009,0.002,0.0233,0.0835,0.1399,0.0892,0.31
MEI_FIN_05082020095107560 - Relative consumer price indices - ESP - M - Index,Trend,0.0879,0.0401,0.011,0.0004,0.0001,0.001,0.0088,0.0237
MEI_FIN_05082020095107560 - Relative consumer price indices - HUN - M - Index,Trend,0.0589,0.3741,0.1645,0.0539,0.0568,0.1028,0.1114,0.2027
MEI_FIN_05082020095107560 - Relative consumer price indices - NZL - M - Index,Trend,0.0,0.1139,0.5868,0.1452,0.2626,0.2509,0.1611,0.2138
MEI_FIN_05082020095107560 - Relative consumer price indices - TUR - M - Index,Trend,0.0241,0.1862,0.056,0.0076,0.0266,0.0086,0.0452,0.0292
"MEI_FIN_05082020095107560 - Share Prices, Index - AUS - M - Index",Trend,0.0143,0.4809,0.2764,0.0,0.0,0.0,0.0,0.0001
"MEI_FIN_05082020095107560 - Share Prices, Index - CAN - M - Index",Trend,0.0004,0.0347,0.0038,0.0001,0.0006,0.0014,0.0014,0.024
"MEI_FIN_05082020095107560 - Share Prices, Index - DEU - M - Index",Trend,0.059,0.4273,0.8219,0.0032,0.0036,0.046,0.0436,0.0932
"MEI_FIN_05082020095107560 - Share Prices, Index - DNK - M - Index",Trend,0.1293,0.459,0.2561,0.0014,0.0021,0.012,0.0436,0.0757
"MEI_FIN_05082020095107560 - Share Prices, Index - EA19 - M - Index",Trend,0.0245,0.2498,0.7766,0.0088,0.0091,0.0598,0.0703,0.1222
"MEI_FIN_05082020095107560 - Share Prices, Index - FIN - M - Index",Trend,0.0012,0.0711,0.3892,0.001,0.0015,0.0076,0.0073,0.0372
"MEI_FIN_05082020095107560 - Share Prices, Index - FRA - M - Index",Trend,0.0256,0.2863,0.6849,0.0102,0.0133,0.0524,0.056,0.0999
"MEI_FIN_05082020095107560 - Share Prices, Index - GBR - M - Index",Trend,0.003,0.0876,0.25,0.014,0.0345,0.0439,0.0233,0.0155
"MEI_FIN_05082020095107560 - Share Prices, Index - GRC - M - Index",Trend,0.0664,0.2629,0.5897,0.082,0.0419,0.0978,0.0944,0.052
"MEI_FIN_05082020095107560 - Share Prices, Index - IND - M - Index",Trend,0.0244,0.0307,0.1403,0.1057,0.0544,0.0223,0.0231,0.0539
"MEI_FIN_05082020095107560 - Share Prices, Index - ITA - M - Index",Trend,0.0035,0.1554,0.6977,0.0593,0.0075,0.0463,0.0505,0.0845
"MEI_FIN_05082020095107560 - Share Prices, Index - JPN - M - Index",Trend,0.0162,0.0797,0.3866,0.0287,0.0112,0.1163,0.1548,0.3489
"MEI_FIN_05082020095107560 - Share Prices, Index - KOR - M - Index",Trend,0.0,0.0043,0.0374,0.0004,0.0007,0.0067,0.0016,0.0024
"MEI_FIN_05082020095107560 - Share Prices, Index - LUX - M - Index",Trend,0.0001,0.0095,0.0581,0.0041,0.0034,0.0277,0.0328,0.0118
"MEI_FIN_05082020095107560 - Share Prices, Index - MEX - M - Index",Trend,0.0005,0.0346,0.1175,0.0332,0.0536,0.2058,0.3003,0.0821
"MEI_FIN_05082020095107560 - Share Prices, Index - NOR - M - Index",Trend,0.0,0.0009,0.0052,0.0,0.0,0.0004,0.0004,0.0007
"MEI_FIN_05082020095107560 - Share Prices, Index - PRT - M - Index",Trend,0.0001,0.0549,0.0404,0.0001,0.0,0.0006,0.0009,0.0104
"MEI_FIN_05082020095107560 - Share Prices, Index - RUS - M - Index",Trend,0.0179,0.3018,0.7989,0.0726,0.1303,0.1522,0.1312,0.0792
"MEI_FIN_05082020095107560 - Share Prices, Index - SWE - M - Index",Trend,0.0096,0.4061,0.7122,0.0029,0.0117,0.0556,0.0295,0.1102
"MEI_FIN_05082020095107560 - Share Prices, Index - ZAF - M - Index",Trend,0.0056,0.0148,0.0004,0.0041,0.0078,0.0094,0.0035,0.0235
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - CHE - M - Percentage",Trend,0.0001,0.0167,0.0358,0.0004,0.0001,0.003,0.0033,0.0087
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - CHL - M - Percentage",Trend,0.109,0.015,0.0847,0.0221,0.0133,0.0466,0.1183,0.0352
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - CHN - M - Percentage",Trend,0.7871,0.1379,0.2441,0.1878,0.0333,0.0662,0.1173,0.2721
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - DNK - M - Percentage",Trend,0.1371,0.1029,0.234,0.019,0.0517,0.0164,0.157,0.0564
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - ISL - M - Percentage",Trend,0.0432,0.0657,0.2218,0.036,0.1969,0.2591,0.5238,0.2783
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - JPN - M - Percentage",Trend,0.0763,0.1949,0.1586,0.0173,0.007,0.0484,0.0557,0.1529
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - NOR - M - Percentage",Trend,0.5217,0.4033,0.2008,0.0339,0.0106,0.0756,0.1314,0.0965
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - POL - M - Percentage",Trend,0.0662,0.054,0.3164,0.1378,0.1455,0.1069,0.0223,0.0329
"MEI_FIN_05082020095107560 - Short-term interest rates, Per cent per annum - RUS - M - Percentage",Trend,0.0333,0.0675,0.1465,0.0057,0.001,0.01,0.0005,0.0006
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - AUS - M - Index",Trend,0.0588,0.1389,0.1849,0.1073,0.0864,0.0809,0.1719,0.0433
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - CHE - M - Index",Trend,0.0305,0.0464,0.1484,0.0036,0.0011,0.0051,0.006,0.0163
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - CHL - M - Index",Trend,0.0381,0.0198,0.0205,0.0057,0.0103,0.0578,0.0768,0.1146
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - HUN - M - Index",Trend,0.0228,0.0324,0.3513,0.0753,0.0147,0.0854,0.0846,0.1156
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - KOR - M - Index",Trend,0.0059,0.0588,0.0368,0.0479,0.1211,0.3272,0.4104,0.3166
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - LVA - M - Index",Trend,0.2861,0.2072,0.0442,0.0035,0.0127,0.0381,0.0673,0.1873
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - NZL - M - Index",Trend,0.0024,0.0003,0.0012,0.0148,0.0251,0.0474,0.0612,0.0188
"MEI_REAL_05082020095349861 - Passenger car registrations sa, Index - USA - M - Index",Trend,0.0105,0.0255,0.116,0.033,0.0041,0.0051,0.0153,0.0089
"MEI_REAL_05082020095349861 - Permits issued for dwellings sa, Index - CAN - M - Index",Trend,0.0018,0.1463,0.0698,0.0164,0.0027,0.0459,0.0345,0.0141
"MEI_REAL_05082020095349861 - Permits issued for dwellings sa, Index - KOR - M - Index",Trend,0.0533,0.0003,0.0064,0.007,0.0039,0.0174,0.0091,0.0113
"MEI_REAL_05082020095349861 - Permits issued for dwellings sa, Index - SWE - M - Index",Trend,0.0059,0.0348,0.0273,0.0108,0.0366,0.0758,0.0379,0.0602
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - CAN - M - Index",Trend,0.024,0.0757,0.5098,0.0782,0.0295,0.036,0.0424,0.0291
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - COL - M - Index",Trend,0.1538,0.0097,0.0809,0.0065,0.0046,0.0242,0.0083,0.0007
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - DNK - M - Index",Trend,0.0053,0.0207,0.0065,0.0152,0.0468,0.0668,0.126,0.4218
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - ISR - M - Index",Trend,0.3102,0.0523,0.1359,0.0042,0.0014,0.0092,0.0161,0.0343
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - KOR - M - Index",Trend,0.1607,0.0268,0.0737,0.0151,0.0325,0.0585,0.1274,0.0727
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - LVA - M - Index",Trend,0.0005,0.0017,0.0372,0.0005,0.0051,0.0468,0.0719,0.0205
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - MEX - M - Index",Trend,0.0416,0.2512,0.3344,0.0017,0.008,0.0186,0.0099,0.0481
"MEI_REAL_05082020095349861 - Production in total manufacturing sa, Index - NOR - M - Index",Trend,0.0041,0.0255,0.007,0.0105,0.0128,0.02,0.0246,0.0433
"MEI_REAL_05082020095349861 - Production of total construction sa, Index - CAN - M - Index",Trend,0.1043,0.0153,0.0466,0.0479,0.0332,0.3469,0.2766,0.3373
"MEI_REAL_05082020095349861 - Production of total construction sa, Index - CZE - M - Index",Trend,0.003,0.0005,0.0071,0.0019,0.0043,0.0256,0.019,0.0017
"MEI_REAL_05082020095349861 - Production of total construction sa, Index - KOR - M - Index",Trend,0.0422,0.1194,0.0541,0.0014,0.0045,0.016,0.1329,0.1282
"MEI_REAL_05082020095349861 - Production of total construction sa, Index - TUR - M - Index",Trend,0.0264,0.5256,0.6511,0.0647,0.064,0.1738,0.2565,0.0966
"MEI_REAL_05082020095349861 - Production of total construction sa, Index - USA - M - Index",Trend,0.0008,0.028,0.1881,0.0312,0.0006,0.001,0.0072,0.0349
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - COL - M - Index",Trend,0.0029,0.0275,0.052,0.1357,0.0817,0.3591,0.4165,0.2763
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - CZE - M - Index",Trend,0.1145,0.0659,0.0244,0.0028,0.0157,0.0162,0.0089,0.0036
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - DNK - M - Index",Trend,0.0173,0.0474,0.011,0.0319,0.0948,0.1119,0.1863,0.5644
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - GBR - M - Index",Trend,0.0045,0.0678,0.0376,0.069,0.0091,0.0078,0.0077,0.0356
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - ISR - M - Index",Trend,0.3102,0.0523,0.1359,0.0042,0.0014,0.0092,0.0161,0.0343
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - KOR - M - Index",Trend,0.1476,0.0155,0.0467,0.0064,0.0124,0.0284,0.0643,0.0351
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - LVA - M - Index",Trend,0.015,0.1323,0.0401,0.0035,0.0003,0.0094,0.0506,0.0695
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - NLD - M - Index",Trend,0.0027,0.0005,0.015,0.0216,0.0173,0.0683,0.1084,0.1271
"MEI_REAL_05082020095349861 - Production of total industry sa, Index - NOR - M - Index",Trend,0.0085,0.1335,0.0308,0.0199,0.0747,0.1393,0.1047,0.0476
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - DNK - M - Index",Trend,0.0981,0.0216,0.2316,0.1364,0.0298,0.1076,0.088,0.0657
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - FRA - M - Index",Trend,0.0292,0.226,0.3736,0.0445,0.1041,0.137,0.3171,0.2356
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - GRC - M - Index",Trend,0.0909,0.2037,0.0525,0.0459,0.1412,0.1082,0.2595,0.1972
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - KOR - M - Index",Trend,0.0007,0.001,0.0168,0.0057,0.0027,0.011,0.0501,0.0588
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - LTU - M - Index",Trend,0.2771,0.2852,0.479,0.0354,0.0029,0.0314,0.0012,0.0001
"MEI_REAL_05082020095349861 - Production of total manufactured intermediate goods sa, Index - PRT - M - Index",Trend,0.011,0.0966,0.2555,0.1164,0.1075,0.383,0.2036,0.424
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - COL - M - Index",Trend,0.6043,0.0339,0.0112,0.0017,0.0,0.0004,0.0,0.0
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - DNK - M - Index",Trend,0.2699,0.1451,0.1596,0.0127,0.0037,0.0109,0.0177,0.014
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - ESP - M - Index",Trend,0.4115,0.0583,0.1041,0.0459,0.0582,0.0117,0.0395,0.1116
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - FIN - M - Index",Trend,0.2202,0.065,0.1199,0.1146,0.0612,0.1428,0.2312,0.1405
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - GRC - M - Index",Trend,0.013,0.0002,0.018,0.005,0.0032,0.0562,0.1014,0.1593
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - SVN - M - Index",Trend,0.0209,0.0014,0.1259,0.1695,0.0977,0.1951,0.227,0.3657
"MEI_REAL_05082020095349861 - Production of total manufactured investment goods sa, Index - TUR - M - Index",Trend,0.0276,0.0824,0.1111,0.0239,0.1079,0.1355,0.0084,0.0008
"MEI_REAL_05082020095349861 - Total retail trade (Volume) sa, Index - BRA - M - Index",Trend,0.6313,0.3936,0.005,0.0077,0.0269,0.0724,0.111,0.1046
"MEI_REAL_05082020095349861 - Total retail trade (Volume) sa, Index - NLD - M - Index",Trend,0.0097,0.0081,0.07,0.0063,0.0098,0.0162,0.0082,0.0134
"MEI_REAL_05082020095349861 - Total retail trade (Volume) sa, Index - TUR - M - Index",Trend,0.0657,0.007,0.0014,0.0048,0.0014,0.0212,0.0357,0.2079
"MEI_REAL_05082020095349861 - Total retail trade (Volume) sa, Index - ZAF - M - Index",Trend,0.001,0.0042,0.0005,0.0001,0.0,0.0012,0.0002,0.0007
"MEI_REAL_05082020095349861 - Work started for dwellings sa, Index - CAN - M - Index",Trend,0.4247,0.0597,0.0047,0.0,0.0001,0.0018,0.0124,0.0115
"MEI_REAL_05082020095349861 - Work started for dwellings sa, Index - DNK - M - Index",Trend,0.0185,0.01,0.0389,0.0013,0.0029,0.0303,0.0675,0.1807
"MEI_REAL_05082020095349861 - Work started for dwellings sa, Index - USA - M - Index",Trend,0.0586,0.208,0.5934,0.2839,0.2514,0.7782,0.5844,0.6436
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - AUT - M - Contribution to annual inflation - Percentage points,Trend,0.0004,0.0296,0.2307,0.0807,0.0148,0.085,0.0423,0.0664
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - AUT - M - Index - Index,Trend,0.0013,0.0603,0.2587,0.1724,0.2288,0.2235,0.2544,0.3987
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - AUT - M - National Index - Index,Trend,0.0013,0.0603,0.2587,0.1724,0.2288,0.2235,0.2544,0.3987
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - AUT - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0002,0.0186,0.1758,0.0326,0.0127,0.0625,0.0287,0.0491
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - BEL - M - Contribution to annual inflation - Percentage points,Trend,0.0,0.0036,0.0165,0.0191,0.0376,0.1338,0.1569,0.0672
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - BEL - M - Index - Index,Trend,0.0004,0.0006,0.0005,0.0002,0.0002,0.0025,0.0006,0.0003
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - BEL - M - National Index - Index,Trend,0.0004,0.0006,0.0005,0.0002,0.0002,0.0025,0.0006,0.0003
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - BEL - M - Percentage change from previous period - Percentage,Trend,0.0024,0.0012,0.0013,0.0007,0.0004,0.0008,0.0004,0.0009
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - BEL - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0,0.0036,0.0158,0.0203,0.0396,0.1377,0.1597,0.0705
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - CRI - M - Percentage change on the same period of the previous year - Percentage,Trend,0.6107,0.5349,0.0062,0.0037,0.0014,0.0019,0.011,0.045
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - CZE - M - Index - Index,Trend,0.0359,0.0499,0.0507,0.1076,0.1816,0.0351,0.0628,0.0334
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - CZE - M - National Index - Index,Trend,0.0359,0.0499,0.0507,0.1076,0.1816,0.0351,0.0628,0.0334
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - CZE - M - Percentage change from previous period - Percentage,Trend,0.4912,0.1727,0.1493,0.0135,0.0133,0.0196,0.0285,0.0181
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EA19 - M - Index - Index,Trend,0.0,0.0004,0.0023,0.0271,0.072,0.1941,0.0441,0.0697
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EA19 - M - Percentage change from previous period - Percentage,Trend,0.0205,0.0054,0.0008,0.0084,0.043,0.1469,0.0652,0.1094
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - ESP - M - Percentage change from previous period - Percentage,Trend,0.0086,0.0058,0.0427,0.0126,0.0009,0.0032,0.0092,0.0022
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EST - M - Contribution to annual inflation - Percentage points,Trend,0.0078,0.0216,0.0736,0.1433,0.0313,0.1002,0.1085,0.135
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EST - M - Index - Index,Trend,0.0112,0.009,0.006,0.0128,0.0153,0.0395,0.1105,0.2468
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EST - M - National Index - Index,Trend,0.0112,0.009,0.006,0.0128,0.0153,0.0395,0.1105,0.2468
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EST - M - Percentage change from previous period - Percentage,Trend,0.0001,0.0002,0.0014,0.0096,0.0262,0.1646,0.1884,0.1901
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - EST - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0081,0.0225,0.0774,0.1485,0.0322,0.1045,0.1074,0.1249
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - FIN - M - Contribution to annual inflation - Percentage points,Trend,0.1427,0.0065,0.0224,0.0749,0.0154,0.1113,0.0129,0.0086
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - FIN - M - Percentage change on the same period of the previous year - Percentage,Trend,0.1362,0.0067,0.0246,0.0871,0.0193,0.1393,0.016,0.0098
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - FRA - M - Index - Index,Trend,0.0378,0.7767,0.6939,0.1963,0.1817,0.3468,0.3356,0.5887
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - FRA - M - National Index - Index,Trend,0.0378,0.7767,0.6939,0.1963,0.1817,0.3468,0.3356,0.5887
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - GRC - M - Percentage change from previous period - Percentage,Trend,0.0062,0.0543,0.1296,0.0212,0.0153,0.041,0.09,0.2961
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - ISL - M - Contribution to annual inflation - Percentage points,Trend,0.0001,0.0007,0.0023,0.0007,0.0009,0.0133,0.0187,0.0297
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - ISL - M - Percentage change on the same period of the previous year - Percentage,Trend,0.0001,0.0005,0.0026,0.0009,0.0013,0.0169,0.0164,0.0221
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - ISR - M - Index - Index,Trend,0.0573,0.0154,0.0564,0.0069,0.0132,0.0565,0.1879,0.4062
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - ISR - M - National Index - Index,Trend,0.0573,0.0154,0.0564,0.0069,0.0132,0.0565,0.1879,0.4062
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - ISR - M - Percentage change from previous period - Percentage,Trend,0.0464,0.0706,0.1371,0.0242,0.0732,0.2866,0.6666,0.8045
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - JPN - M - Index - Index,Trend,0.001,0.0005,0.0046,0.0065,0.0094,0.0259,0.0427,0.0511
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - JPN - M - National Index - Index,Trend,0.001,0.0005,0.0046,0.0065,0.0094,0.0259,0.0427,0.0511
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - KOR - M - Contribution to annual inflation - Percentage points,Trend,0.2591,0.6856,0.0831,0.0151,0.0292,0.0546,0.0282,0.1136
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - KOR - M - Percentage change on the same period of the previous year - Percentage,Trend,0.2733,0.7175,0.0879,0.0137,0.0282,0.0551,0.0286,0.1179
PRICES_CPI_05082020093140547 - CPI: 01 - Food and non-Alcoholic beverages - LTU - M - Contribution to annual inflation - Percentage points,Trend,0.0003,0.0002,0.0028,0.028,0.0393,0.1373,0.0873,0.1134
