"Date","Price","Open","High","Low","Vol.","Change %"
"11/08/2016","42.97","42.97","42.97","42.97","","-0.16%"
"11/07/2016","43.04","43.04","43.04","43.04","","1.15%"
"11/04/2016","42.55","42.55","42.55","42.55","","-1.34%"
"11/03/2016","43.13","43.13","43.13","43.13","","-1.12%"
"11/02/2016","43.62","43.62","43.62","43.62","","-2.37%"
"11/01/2016","44.68","44.68","44.68","44.68","","-0.53%"
"10/31/2016","44.92","44.92","44.92","44.92","","-8.38%"
"10/28/2016","49.03","49.03","49.03","49.03","","-0.06%"
"10/27/2016","49.06","49.06","49.06","49.06","","0.20%"
"10/26/2016","48.96","48.96","48.96","48.96","","-0.18%"
"10/25/2016","49.05","49.05","49.05","49.05","","-0.28%"
"10/24/2016","49.19","49.19","49.19","49.19","","-0.12%"
"10/21/2016","49.25","49.25","49.25","49.25","","0.35%"
"10/20/2016","49.08","49.08","49.08","49.08","0.20K","-0.87%"
"10/19/2016","49.51","49.51","49.51","49.51","","0.92%"
"10/18/2016","49.06","49.06","49.06","49.06","","-0.04%"
"10/17/2016","49.08","49.08","49.08","49.08","","-0.59%"
"10/14/2016","49.37","49.37","49.37","49.37","","0.18%"
"10/13/2016","49.28","49.28","49.28","49.28","","0.37%"
"10/12/2016","49.10","49.10","49.10","49.10","","-0.79%"
"10/11/2016","49.49","49.49","49.49","49.49","","-0.88%"
"10/10/2016","49.93","49.93","49.93","49.93","","1.75%"
"10/07/2016","49.07","49.07","49.07","49.07","","-0.71%"
"10/06/2016","49.42","49.42","49.42","49.42","","0.96%"
"10/05/2016","48.95","48.95","48.95","48.95","","1.66%"
"10/04/2016","48.15","48.15","48.15","48.15","","0.29%"
"10/03/2016","48.01","48.01","48.01","48.01","","10.62%"
"09/29/2016","43.40","43.40","43.40","43.40","","0.02%"
"09/28/2016","43.39","43.39","43.39","43.39","","0.58%"
"09/27/2016","43.14","43.14","43.14","43.14","","-0.60%"
"09/26/2016","43.40","43.40","43.40","43.40","","0.60%"
"09/23/2016","43.14","43.14","43.14","43.14","","-1.03%"
"09/22/2016","43.59","43.59","43.59","43.59","","0.60%"
"09/21/2016","43.33","43.33","43.33","43.33","","0.81%"
"09/20/2016","42.98","42.98","42.98","42.98","0.20K","-0.07%"
"09/19/2016","43.01","43.01","43.01","43.01","","0.19%"
"09/16/2016","42.93","42.93","42.93","42.93","","-0.83%"
"09/15/2016","43.29","43.29","43.29","43.29","","1.00%"
"09/14/2016","42.86","42.86","42.86","42.86","","-1.63%"
"09/13/2016","43.57","43.57","43.57","43.57","","-2.94%"
"09/12/2016","44.89","44.89","44.89","44.89","","1.77%"
"09/09/2016","44.11","44.11","44.11","44.11","","-2.91%"
"09/08/2016","45.43","45.43","45.43","45.43","","2.97%"
"09/07/2016","44.12","44.12","44.12","44.12","","1.36%"
"09/06/2016","43.53","43.53","43.53","43.53","","0.83%"
"09/02/2016","43.17","43.17","43.17","43.17","","3.06%"
"09/01/2016","41.89","41.89","41.89","41.89","","-4.14%"
"08/31/2016","43.70","43.70","43.70","43.70","","-0.05%"
"08/30/2016","43.72","43.72","43.72","43.72","","-0.05%"
"08/29/2016","43.74","43.74","43.74","43.74","","-0.23%"
"08/26/2016","43.84","43.84","43.84","43.84","","0.05%"
"08/25/2016","43.82","43.82","43.82","43.82","","0.27%"
"08/24/2016","43.70","43.70","43.70","43.70","","-0.59%"
"08/23/2016","43.96","43.96","43.96","43.96","","0.34%"
"08/22/2016","43.81","43.81","43.81","43.81","","-1.44%"
"08/19/2016","44.45","44.45","44.45","44.45","","-0.11%"
"08/18/2016","44.50","44.50","44.50","44.50","","0.77%"
"08/17/2016","44.16","44.16","44.16","44.16","","0.73%"
"08/16/2016","43.84","43.84","43.84","43.84","","1.32%"
"08/15/2016","43.27","43.27","43.27","43.27","","1.76%"
"08/12/2016","42.52","42.52","42.52","42.52","","1.31%"
"08/11/2016","41.97","41.97","41.97","41.97","","3.12%"
"08/10/2016","40.70","40.70","40.70","40.70","","-1.14%"
"08/09/2016","41.17","41.17","41.17","41.17","","-1.08%"
"08/08/2016","41.62","41.62","41.62","41.62","","2.21%"
"08/05/2016","40.72","40.72","40.72","40.72","","-0.34%"
"08/04/2016","40.86","40.86","40.86","40.86","","2.77%"
"08/03/2016","39.76","39.76","39.76","39.76","","2.79%"
"08/02/2016","38.68","38.68","38.68","38.68","","-0.62%"
"08/01/2016","38.92","38.92","38.92","38.92","","-8.45%"
"07/28/2016","42.51","42.51","42.51","42.51","","0.00%"
"07/27/2016","42.51","42.51","42.51","42.51","","-0.12%"
"07/26/2016","42.56","42.56","42.56","42.56","","-0.07%"
"07/25/2016","42.59","42.59","42.59","42.59","","-0.42%"
"07/22/2016","42.77","42.77","42.77","42.77","","-0.95%"
"07/21/2016","43.18","43.18","43.18","43.18","","-0.21%"
"07/20/2016","43.27","43.27","43.27","43.27","","0.49%"
"07/19/2016","43.06","43.06","43.06","43.06","","-0.28%"
"07/18/2016","43.18","43.18","43.18","43.18","","-1.12%"
"07/15/2016","43.67","43.67","43.67","43.67","","0.34%"
"07/14/2016","43.52","43.52","43.52","43.52","","1.63%"
"07/13/2016","42.82","42.82","42.82","42.82","","-3.32%"
"07/12/2016","44.29","44.29","44.29","44.29","","3.38%"
"07/11/2016","42.84","42.84","42.84","42.84","","-0.70%"
"07/08/2016","43.14","43.14","43.14","43.14","","0.96%"
"07/07/2016","42.73","42.73","42.73","42.73","","-4.47%"
"07/06/2016","44.73","44.73","44.73","44.73","","1.61%"
"07/05/2016","44.02","44.02","44.02","44.02","","-3.82%"
"07/01/2016","45.77","45.77","45.77","45.77","","-1.06%"
"06/30/2016","46.26","46.26","46.26","46.26","","-0.11%"
"06/29/2016","46.31","46.31","46.31","46.31","","0.26%"
"06/28/2016","46.19","46.19","46.19","46.19","","0.35%"
"06/27/2016","46.03","46.03","46.03","46.03","","-0.28%"
"06/24/2016","46.16","46.16","46.16","46.16","","-1.01%"
"06/23/2016","46.63","46.63","46.63","46.63","","0.54%"
"06/22/2016","46.38","46.38","46.38","46.38","","-0.49%"
"06/21/2016","46.61","46.61","46.61","46.61","","-0.17%"
"06/20/2016","46.69","46.69","46.69","46.69","","1.19%"
"06/17/2016","46.14","46.14","46.14","46.14","0.40K","1.70%"
"06/16/2016","45.37","45.37","45.37","45.37","","-1.80%"
"06/15/2016","46.20","46.20","46.20","46.20","","-0.94%"
"06/14/2016","46.64","46.64","46.64","46.64","","-0.62%"
"06/13/2016","46.93","46.93","46.93","46.93","","-0.06%"
"06/10/2016","46.96","46.96","46.96","46.96","","-1.96%"
"06/09/2016","47.90","47.90","47.90","47.90","","-0.62%"
"06/08/2016","48.20","48.20","48.20","48.20","","1.92%"
"06/07/2016","47.29","47.29","47.29","47.29","","1.61%"
"06/06/2016","46.54","46.54","46.54","46.54","","1.11%"
"06/03/2016","46.03","46.03","46.03","46.03","","-0.71%"
"06/02/2016","46.36","46.36","46.36","46.36","","0.87%"
"06/01/2016","45.96","45.96","45.96","45.96","","3.82%"
"05/31/2016","44.27","44.27","44.27","44.27","","-0.09%"
"05/27/2016","44.31","44.31","44.31","44.31","","-0.07%"
"05/26/2016","44.34","44.34","44.34","44.34","","-0.11%"
"05/25/2016","44.39","44.39","44.39","44.39","","0.41%"
"05/24/2016","44.21","44.21","44.21","44.21","","0.11%"
"05/23/2016","44.16","44.16","44.16","44.16","","-0.27%"
"05/20/2016","44.28","44.28","44.28","44.28","","-0.11%"
"05/19/2016","44.33","44.33","44.33","44.33","","0.02%"
"05/18/2016","44.32","44.32","44.32","44.32","","-0.36%"
"05/17/2016","44.48","44.48","44.48","44.48","","0.47%"
"05/16/2016","44.27","44.27","44.27","44.27","","1.30%"
"05/13/2016","43.70","43.70","43.70","43.70","","-0.64%"
"05/12/2016","43.98","43.98","43.98","43.98","","0.71%"
"05/11/2016","43.67","43.67","43.67","43.67","","3.12%"
"05/10/2016","42.35","42.35","42.35","42.35","","3.37%"
"05/09/2016","40.97","40.97","40.97","40.97","","-3.10%"
"05/06/2016","42.28","42.28","42.28","42.28","","0.86%"
"05/05/2016","41.92","41.92","41.92","41.92","","0.29%"
"05/04/2016","41.80","41.80","41.80","41.80","","-0.19%"
"05/03/2016","41.88","41.88","41.88","41.88","","-1.34%"
"05/02/2016","42.45","42.45","42.45","42.45","","8.76%"
"04/29/2016","39.03","39.03","39.03","39.03","","0.08%"
"04/28/2016","39.00","39.00","39.00","39.00","","0.08%"
"04/27/2016","38.97","38.97","38.97","38.97","","0.44%"
"04/26/2016","38.80","38.80","38.80","38.80","","0.44%"
"04/25/2016","38.63","38.63","38.63","38.63","","-0.34%"
"04/22/2016","38.76","38.76","38.76","38.76","","0.49%"
"04/21/2016","38.57","38.57","38.57","38.57","","-0.92%"
"04/20/2016","38.93","38.93","38.93","38.93","","1.59%"
"04/19/2016","38.32","38.32","38.32","38.32","","1.00%"
"04/18/2016","37.94","37.94","37.94","37.94","","-0.26%"
"04/15/2016","38.04","38.04","38.04","38.04","","-1.17%"
"04/14/2016","38.49","38.49","38.49","38.49","","-0.39%"
"04/13/2016","38.64","38.64","38.64","38.64","","-1.00%"
"04/12/2016","39.03","39.03","39.03","39.03","","3.45%"
"04/11/2016","37.73","37.73","37.73","37.73","","1.59%"
"04/08/2016","37.14","37.14","37.14","37.14","","4.94%"
"04/07/2016","35.39","35.39","35.39","35.39","","-0.95%"
"04/06/2016","35.73","35.73","35.73","35.73","","4.63%"
"04/05/2016","34.15","34.15","34.15","34.15","","0.29%"
"04/04/2016","34.05","34.05","34.05","34.05","","-1.99%"
"04/01/2016","34.74","34.74","34.74","34.74","","-1.14%"
"03/31/2016","35.14","35.14","35.14","35.14","","-0.11%"
"03/30/2016","35.18","35.18","35.18","35.18","","0.20%"
"03/29/2016","35.11","35.11","35.11","35.11","","-0.31%"
"03/28/2016","35.22","35.22","35.22","35.22","","-0.03%"
"03/24/2016","35.23","35.23","35.23","35.23","","-0.23%"
"03/23/2016","35.31","35.31","35.31","35.31","","-1.29%"
"03/22/2016","35.77","35.77","35.77","35.77","","0.25%"
"03/21/2016","35.68","35.68","35.68","35.68","","0.34%"
"03/18/2016","35.56","35.56","35.56","35.56","","-0.14%"
"03/17/2016","35.61","35.61","35.61","35.61","","1.66%"
"03/16/2016","35.03","35.03","35.03","35.03","","2.52%"
"03/15/2016","34.17","34.17","34.17","34.17","","-0.99%"
"03/14/2016","34.51","34.51","34.51","34.51","","-1.37%"
"03/11/2016","34.99","34.99","34.99","34.99","","1.13%"
"03/10/2016","34.60","34.60","34.60","34.60","","-1.87%"
"03/09/2016","35.26","35.26","35.26","35.26","","2.59%"
"03/08/2016","34.37","34.37","34.37","34.37","","-2.83%"
"03/07/2016","35.37","35.37","35.37","35.37","","5.11%"
"03/04/2016","33.65","33.65","33.65","33.65","","4.18%"
"03/03/2016","32.30","32.30","32.30","32.30","","0.62%"
"03/02/2016","32.10","32.10","32.10","32.10","","-0.22%"
"03/01/2016","32.17","32.17","32.17","32.17","","9.80%"
"02/29/2016","29.30","29.30","29.30","29.30","","-0.20%"
"02/26/2016","29.36","29.36","29.36","29.36","","0.34%"
"02/25/2016","29.26","29.26","29.26","29.26","","-0.31%"
"02/24/2016","29.35","29.35","29.35","29.35","","0.17%"
"02/23/2016","29.30","29.30","29.30","29.30","","-0.88%"
"02/22/2016","29.56","29.56","29.56","29.56","","1.30%"
"02/19/2016","29.18","29.18","29.18","29.18","","-1.25%"
"02/18/2016","29.55","29.55","29.55","29.55","","-0.07%"
"02/17/2016","29.57","29.57","29.57","29.57","","3.72%"
"02/16/2016","28.51","28.51","28.51","28.51","","-1.49%"
"02/12/2016","28.94","28.94","28.94","28.94","","7.54%"
"02/11/2016","26.91","26.91","26.91","26.91","","-2.04%"
"02/10/2016","27.47","27.47","27.47","27.47","","-8.65%"
"02/09/2016","30.07","30.07","30.07","30.07","","0.00%"
"02/08/2016","30.07","30.07","30.07","30.07","","0.00%"
"02/05/2016","30.07","30.07","30.07","30.07","","-1.09%"
"02/04/2016","30.40","30.40","30.40","30.40","","-1.71%"
"02/03/2016","30.93","30.93","30.93","30.93","","8.60%"
"02/02/2016","28.48","28.48","28.48","28.48","","-4.91%"
"02/01/2016","29.95","29.95","29.95","29.95","","11.71%"
"01/29/2016","26.81","26.81","26.81","26.81","","0.07%"
"01/28/2016","26.79","26.79","26.79","26.79","","0.30%"
"01/27/2016","26.71","26.71","26.71","26.71","","0.41%"
"01/26/2016","26.60","26.60","26.60","26.60","","0.83%"
"01/25/2016","26.38","26.38","26.38","26.38","","-1.27%"
"01/22/2016","26.72","26.72","26.72","26.72","","2.69%"
"01/21/2016","26.02","26.02","26.02","26.02","","1.76%"
"01/20/2016","25.57","25.57","25.57","25.57","","-1.96%"
"01/19/2016","26.08","26.08","26.08","26.08","","-1.02%"
"01/15/2016","26.35","26.35","26.35","26.35","","-3.30%"
"01/14/2016","27.25","27.25","27.25","27.25","","0.85%"
"01/13/2016","27.02","27.02","27.02","27.02","","-1.13%"
"01/12/2016","27.33","27.33","27.33","27.33","","-1.90%"
"01/11/2016","27.86","27.86","27.86","27.86","","-4.46%"
"01/08/2016","29.16","29.16","29.16","29.16","","0.55%"
"01/07/2016","29.00","29.00","29.00","29.00","","0.03%"
"01/06/2016","28.99","28.99","28.99","28.99","","-6.03%"
"01/05/2016","30.85","30.85","30.85","30.85","","-3.89%"
"01/04/2016","32.10","32.10","32.10","32.10","","-7.20%"
"12/31/2015","34.59","34.59","34.59","34.59","","0.06%"
"12/30/2015","34.57","34.57","34.57","34.57","","-0.26%"
"12/29/2015","34.66","34.66","34.66","34.66","","0.23%"
"12/28/2015","34.58","34.58","34.58","34.58","","-0.43%"
"12/24/2015","34.73","34.73","34.73","34.73","","0.35%"
"12/23/2015","34.61","34.61","34.61","34.61","","0.67%"
"12/22/2015","34.38","34.38","34.38","34.38","","0.17%"
"12/21/2015","34.32","34.32","34.32","34.32","","-0.78%"
"12/18/2015","34.59","34.59","34.59","34.59","","-0.17%"
"12/17/2015","34.65","34.65","34.65","34.65","","-0.52%"
"12/16/2015","34.83","34.83","34.83","34.83","","-1.42%"
"12/15/2015","35.33","35.33","35.33","35.33","","0.00%"
"12/14/2015","35.33","35.33","35.33","35.33","","-0.28%"
"12/11/2015","35.43","35.43","35.43","35.43","","-2.18%"
"12/10/2015","36.22","36.22","36.22","36.22","","0.03%"
"12/09/2015","36.21","36.21","36.21","36.21","","-0.28%"
"12/08/2015","36.31","36.31","36.31","36.31","","-1.01%"
"12/07/2015","36.68","36.68","36.68","36.68","","-5.78%"
"12/04/2015","38.93","38.93","38.93","38.93","","-2.26%"
"12/03/2015","39.83","39.83","39.83","39.83","","3.24%"
"12/02/2015","38.58","38.58","38.58","38.58","","-4.67%"
"12/01/2015","40.47","40.47","40.47","40.47","","-2.93%"
"11/30/2015","41.69","41.69","41.69","41.69","","-0.02%"
"11/27/2015","41.70","41.70","41.70","41.70","","-0.55%"
"11/25/2015","41.93","41.93","41.93","41.93","","-0.02%"
"11/24/2015","41.94","41.94","41.94","41.94","","0.55%"
"11/23/2015","41.71","41.71","41.71","41.71","","-0.17%"
"11/20/2015","41.78","41.78","41.78","41.78","","0.31%"
"11/19/2015","41.65","41.65","41.65","41.65","","0.24%"
"11/18/2015","41.55","41.55","41.55","41.55","","0.61%"
"11/17/2015","41.30","41.30","41.30","41.30","","-1.01%"
"11/16/2015","41.72","41.72","41.72","41.72","","-0.93%"
"11/13/2015","42.11","42.11","42.11","42.11","","-1.03%"
"11/12/2015","42.55","42.55","42.55","42.55","","-1.78%"
"11/11/2015","43.32","43.32","43.32","43.32","","-2.28%"
"11/10/2015","44.33","44.33","44.33","44.33","","0.38%"
"11/09/2015","44.16","44.16","44.16","44.16","","-0.54%"
"11/06/2015","44.40","44.40","44.40","44.40","","-0.67%"
"11/05/2015","44.70","44.70","44.70","44.70","","-1.28%"
"11/04/2015","45.28","45.28","45.28","45.28","","-3.70%"
"11/03/2015","47.02","47.02","47.02","47.02","","3.34%"
"11/02/2015","45.50","45.50","45.50","45.50","","-0.74%"
"10/30/2015","45.84","45.84","45.84","45.84","","-0.17%"
"10/29/2015","45.92","45.92","45.92","45.92","","-0.09%"
"10/28/2015","45.96","45.96","45.96","45.96","","0.57%"
"10/27/2015","45.70","45.70","45.70","45.70","","-0.20%"
"10/26/2015","45.79","45.79","45.79","45.79","","-0.24%"
"10/23/2015","45.90","45.90","45.90","45.90","","-0.07%"
"10/22/2015","45.93","45.93","45.93","45.93","","0.02%"
"10/21/2015","45.92","45.92","45.92","45.92","","-0.33%"
"10/20/2015","46.07","46.07","46.07","46.07","","-0.35%"
"10/19/2015","46.23","46.23","46.23","46.23","","-1.93%"
"10/16/2015","47.14","47.14","47.14","47.14","","0.47%"
"10/15/2015","46.92","46.92","46.92","46.92","","0.19%"
"10/14/2015","46.83","46.83","46.83","46.83","","-0.06%"
"10/13/2015","46.86","46.86","46.86","46.86","","-0.62%"
"10/12/2015","47.15","47.15","47.15","47.15","","-3.32%"
"10/09/2015","48.77","48.77","48.77","48.77","","-0.91%"
"10/08/2015","49.22","49.22","49.22","49.22","","2.41%"
"10/07/2015","48.06","48.06","48.06","48.06","","-1.29%"
"10/06/2015","48.69","48.69","48.69","48.69","","4.84%"
"10/05/2015","46.44","46.44","46.44","46.44","","2.43%"
"10/02/2015","45.34","45.34","45.34","45.34","","-0.90%"
"10/01/2015","45.75","45.75","45.75","45.75","","0.82%"
"09/30/2015","45.38","45.38","45.38","45.38","","-0.02%"
"09/29/2015","45.39","45.39","45.39","45.39","","0.11%"
"09/28/2015","45.34","45.34","45.34","45.34","","-0.31%"
"09/25/2015","45.48","45.48","45.48","45.48","","0.02%"
"09/24/2015","45.47","45.47","45.47","45.47","","0.20%"
"09/23/2015","45.38","45.38","45.38","45.38","","-0.70%"
"09/22/2015","45.70","45.70","45.70","45.70","","0.02%"
"09/21/2015","45.69","45.69","45.69","45.69","","1.22%"
"09/18/2015","45.14","45.14","45.14","45.14","","-1.18%"
"09/17/2015","45.68","45.68","45.68","45.68","","-0.46%"
"09/16/2015","45.89","45.89","45.89","45.89","","0.95%"
"09/15/2015","45.46","45.46","45.46","45.46","","-0.22%"
"09/14/2015","45.56","45.56","45.56","45.56","","-2.06%"
"09/11/2015","46.52","46.52","46.52","46.52","","-1.06%"
"09/10/2015","47.02","47.02","47.02","47.02","","2.06%"
"09/09/2015","46.07","46.07","46.07","46.07","","-2.68%"
"09/08/2015","47.34","47.34","47.34","47.34","","-0.50%"
"09/04/2015","47.58","47.58","47.58","47.58","","-2.00%"
"09/03/2015","48.55","48.55","48.55","48.55","","0.60%"
"09/02/2015","48.26","48.26","48.26","48.26","","1.41%"
"09/01/2015","47.59","47.59","47.59","47.59","","-9.71%"
"08/31/2015","52.71","52.71","52.71","52.71","","10.39%"
"08/28/2015","47.75","47.75","47.75","47.75","","0.27%"
"08/27/2015","47.62","47.62","47.62","47.62","","1.15%"
"08/26/2015","47.08","47.08","47.08","47.08","","0.06%"
"08/25/2015","47.05","47.05","47.05","47.05","","0.41%"
"08/24/2015","46.86","46.86","46.86","46.86","","-1.74%"
"08/21/2015","47.69","47.69","47.69","47.69","","-1.08%"
"08/20/2015","48.21","48.21","48.21","48.21","","-0.35%"
"08/19/2015","48.38","48.38","48.38","48.38","","-1.51%"
"08/18/2015","49.12","49.12","49.12","49.12","","-0.37%"
"08/17/2015","49.30","49.30","49.30","49.30","","-0.60%"
"08/14/2015","49.60","49.60","49.60","49.60","","-0.48%"
"08/13/2015","49.84","49.84","49.84","49.84","","-0.84%"
"08/12/2015","50.26","50.26","50.26","50.26","","1.39%"
"08/11/2015","49.57","49.57","49.57","49.57","","-2.13%"
"08/10/2015","50.65","50.65","50.65","50.65","","1.79%"
"08/07/2015","49.76","49.76","49.76","49.76","","-0.34%"
"08/06/2015","49.93","49.93","49.93","49.93","","-0.04%"
"08/05/2015","49.95","49.95","49.95","49.95","","-0.28%"
"08/04/2015","50.09","50.09","50.09","50.09","","1.15%"
"08/03/2015","49.52","49.52","49.52","49.52","","-11.84%"
"07/30/2015","56.17","56.17","56.17","56.17","","0.09%"
"07/29/2015","56.12","56.12","56.12","56.12","","0.02%"
"07/28/2015","56.11","56.11","56.11","56.11","","0.05%"
"07/27/2015","56.08","56.08","56.08","56.08","","-0.32%"
"07/24/2015","56.26","56.26","56.26","56.26","","-0.20%"
"07/23/2015","56.37","56.37","56.37","56.37","","-0.39%"
"07/22/2015","56.59","56.59","56.59","56.59","","-0.44%"
"07/21/2015","56.84","56.84","56.84","56.84","","0.25%"
"07/20/2015","56.70","56.70","56.70","56.70","","-0.46%"
"07/17/2015","56.96","56.96","56.96","56.96","","0.21%"
"07/16/2015","56.84","56.84","56.84","56.84","","-0.23%"
"07/15/2015","56.97","56.97","56.97","56.97","","-1.79%"
"07/14/2015","58.01","58.01","58.01","58.01","","0.19%"
"07/13/2015","57.90","57.90","57.90","57.90","","-0.86%"
"07/10/2015","58.40","58.40","58.40","58.40","","0.24%"
"07/09/2015","58.26","58.26","58.26","58.26","","1.80%"
"07/08/2015","57.23","57.23","57.23","57.23","","0.72%"
"07/07/2015","56.82","56.82","56.82","56.82","","0.83%"
"07/06/2015","56.35","56.35","56.35","56.35","","-7.85%"
"07/02/2015","61.15","61.15","61.15","61.15","","-0.15%"
"07/01/2015","61.24","61.24","61.24","61.24","","-0.89%"
"06/30/2015","61.79","61.79","61.79","61.79","","0.05%"
"06/29/2015","61.76","61.76","61.76","61.76","","-0.24%"
"06/26/2015","61.91","61.91","61.91","61.91","","0.05%"
"06/25/2015","61.88","61.88","61.88","61.88","","-0.02%"
"06/24/2015","61.89","61.89","61.89","61.89","","-0.19%"
"06/23/2015","62.01","62.01","62.01","62.01","","0.50%"
"06/22/2015","61.70","61.70","61.70","61.70","","0.24%"
"06/19/2015","61.55","61.55","61.55","61.55","","-0.87%"
"06/18/2015","62.09","62.09","62.09","62.09","","0.26%"
"06/17/2015","61.93","61.93","61.93","61.93","","0.34%"
"06/16/2015","61.72","61.72","61.72","61.72","","-0.48%"
"06/15/2015","62.02","62.02","62.02","62.02","","-0.66%"
"06/12/2015","62.43","62.43","62.43","62.43","","-1.00%"
"06/11/2015","63.06","63.06","63.06","63.06","","-0.16%"
"06/10/2015","63.16","63.16","63.16","63.16","","1.12%"
"06/09/2015","62.46","62.46","62.46","62.46","","2.38%"
"06/08/2015","61.01","61.01","61.01","61.01","","-1.04%"
"06/05/2015","61.65","61.65","61.65","61.65","","1.75%"
"06/04/2015","60.59","60.59","60.59","60.59","","-2.64%"
"06/03/2015","62.23","62.23","62.23","62.23","","-2.35%"
"06/02/2015","63.73","63.73","63.73","63.73","","1.05%"
"06/01/2015","63.07","63.07","63.07","63.07","","-0.77%"
"05/29/2015","63.56","63.56","63.56","63.56","","0.09%"
"05/28/2015","63.50","63.50","63.50","63.50","","0.19%"
"05/27/2015","63.38","63.38","63.38","63.38","","-0.19%"
"05/26/2015","63.50","63.50","63.50","63.50","","-0.30%"
"05/22/2015","63.69","63.69","63.69","63.69","","-0.61%"
"05/21/2015","64.08","64.08","64.08","64.08","","0.68%"
"05/20/2015","63.65","63.65","63.65","63.65","","0.89%"
"05/19/2015","63.09","63.09","63.09","63.09","","-1.88%"
"05/18/2015","64.30","64.30","64.30","64.30","","-0.43%"
"05/15/2015","64.58","64.58","64.58","64.58","","-0.11%"
"05/14/2015","64.65","64.65","64.65","64.65","","-0.40%"
"05/13/2015","64.91","64.91","64.91","64.91","","-0.06%"
"05/12/2015","64.95","64.95","64.95","64.95","","1.93%"
"05/11/2015","63.72","63.72","63.72","63.72","","-0.39%"
"05/08/2015","63.97","63.97","63.97","63.97","","0.11%"
"05/07/2015","63.90","63.90","63.90","63.90","","-2.65%"
"05/06/2015","65.64","65.64","65.64","65.64","","0.78%"
"05/05/2015","65.13","65.13","65.13","65.13","","1.54%"
"05/04/2015","64.14","64.14","64.14","64.14","0.01K","-0.16%"
"05/01/2015","64.24","64.24","64.24","64.24","","9.72%"
"04/30/2015","58.55","58.55","58.55","58.55","","0.07%"
"04/29/2015","58.51","58.51","58.51","58.51","","0.12%"
"04/28/2015","58.44","58.44","58.44","58.44","","-0.03%"
"04/27/2015","58.46","58.46","58.46","58.46","","0.03%"
"04/24/2015","58.44","58.44","58.44","58.44","","0.09%"
"04/23/2015","58.39","58.39","58.39","58.39","","0.76%"
"04/22/2015","57.95","57.95","57.95","57.95","","0.38%"
"04/21/2015","57.73","57.73","57.73","57.73","","-1.18%"
"04/20/2015","58.42","58.42","58.42","58.42","","-0.02%"
"04/17/2015","58.43","58.43","58.43","58.43","","-0.53%"
"04/16/2015","58.74","58.74","58.74","58.74","","-0.10%"
"04/15/2015","58.80","58.80","58.80","58.80","","3.30%"
"04/14/2015","56.92","56.92","56.92","56.92","","1.16%"
"04/13/2015","56.27","56.27","56.27","56.27","","0.50%"
"04/10/2015","55.99","55.99","55.99","55.99","","1.95%"
"04/09/2015","54.92","54.92","54.92","54.92","","1.65%"
"04/08/2015","54.03","54.03","54.03","54.03","","-5.21%"
"04/07/2015","57.00","57.00","57.00","57.00","","1.35%"
"04/06/2015","56.24","56.24","56.24","56.24","","2.57%"
"04/03/2015","54.83","54.83","54.83","54.83","","0.00%"
"04/02/2015","54.83","54.83","54.83","54.83","0.01K","-1.15%"
"04/01/2015","55.47","55.47","55.47","55.47","0.01K","1.48%"
"03/31/2015","54.66","54.66","54.66","54.66","","0.04%"
"03/30/2015","54.64","54.64","54.64","54.64","","-0.09%"
"03/27/2015","54.69","54.69","54.69","54.69","","-0.62%"
"03/26/2015","55.03","55.03","55.03","55.03","","0.82%"
"03/25/2015","54.58","54.58","54.58","54.58","","0.46%"
"03/24/2015","54.33","54.33","54.33","54.33","","-0.26%"
"03/23/2015","54.47","54.47","54.47","54.47","","0.28%"
"03/20/2015","54.32","54.32","54.32","54.32","","0.84%"
"03/19/2015","53.87","53.87","53.87","53.87","","-1.28%"
"03/18/2015","54.57","54.57","54.57","54.57","","1.83%"
"03/17/2015","53.59","53.59","53.59","53.59","","-0.65%"
"03/16/2015","53.94","53.94","53.94","53.94","","-0.77%"
"03/13/2015","54.36","54.36","54.36","54.36","","-2.12%"
"03/12/2015","55.54","55.54","55.54","55.54","","-0.66%"
"03/11/2015","55.91","55.91","55.91","55.91","","1.47%"
"03/10/2015","55.10","55.10","55.10","55.10","","-2.70%"
"03/09/2015","56.63","56.63","56.63","56.63","","-1.36%"
"03/06/2015","57.41","57.41","57.41","57.41","","-0.78%"
"03/05/2015","57.86","57.86","57.86","57.86","","-0.48%"
"03/04/2015","58.14","58.14","58.14","58.14","","-0.90%"
"03/03/2015","58.67","58.67","58.67","58.67","","2.88%"
"03/02/2015","57.03","57.03","57.03","57.03","","2.87%"
"02/27/2015","55.44","55.44","55.44","55.44","","0.20%"
"02/26/2015","55.33","55.33","55.33","55.33","","-0.23%"
"02/25/2015","55.46","55.46","55.46","55.46","","0.67%"
"02/24/2015","55.09","55.09","55.09","55.09","","-0.27%"
"02/23/2015","55.24","55.24","55.24","55.24","","-1.74%"
"02/20/2015","56.22","56.22","56.22","56.22","","0.00%"
"02/19/2015","56.22","56.22","56.22","56.22","","0.00%"
"02/18/2015","56.22","56.22","56.22","56.22","","0.05%"
"02/17/2015","56.19","56.19","56.19","56.19","","0.61%"
"02/13/2015","55.85","55.85","55.85","55.85","","1.14%"
"02/12/2015","55.22","55.22","55.22","55.22","","3.64%"
"02/11/2015","53.28","53.28","53.28","53.28","","-0.97%"
"02/10/2015","53.80","53.80","53.80","53.80","","-1.91%"
"02/09/2015","54.85","54.85","54.85","54.85","","0.68%"
"02/06/2015","54.48","54.48","54.48","54.48","","1.53%"
