Date,Total Compound Score,Avg Classification,Scaled Total Compound Score
20190430,3.62,0.33,0.3
20190501,-0.02,0.2,-0.02
20190502,-9.16,-0.65,-0.81
20190503,0.8,0.09,0.05
20190504,-0.67,-1.0,-0.07
20190505,-3.25,-1.0,-0.3
20190506,-1.39,-0.33,-0.14
20190507,0.41,-0.08,0.02
20190508,7.15,0.67,0.6
20190509,0.3,0.08,0.01
20190510,6.12,0.45,0.51
20190511,0.7,0.0,0.04
20190512,-1.04,-0.33,-0.11
20190513,1.3,0.33,0.1
20190514,1.2,0.0,0.09
20190515,1.16,0.08,0.08
20190516,4.16,0.25,0.34
20190517,2.74,0.12,0.22
20190518,-0.4,-1.0,-0.05
20190519,-0.28,0.2,-0.04
20190520,1.18,0.09,0.09
20190521,3.78,0.5,0.31
20190522,-3.91,-0.5,-0.35
20190523,-1.62,-0.12,-0.16
20190524,3.45,0.5,0.28
20190525,3.45,0.5,0.28
20190526,0.38,0.0,0.02
20190527,-0.83,-0.43,-0.09
20190528,-2.03,-0.17,-0.19
20190529,1.5,0.14,0.11
20190530,1.91,0.2,0.15
20190531,-1.45,-0.14,-0.14
20190601,-0.83,-1.0,-0.09
20190602,-2.82,-0.6,-0.26
20190603,0.42,0.08,0.02
20190604,-2.13,-0.14,-0.2
20190605,0.35,0.27,0.01
20190606,2.31,0.05,0.18
20190607,8.36,0.73,0.71
20190608,-0.15,0.0,-0.03
20190609,-2.13,-0.25,-0.2
20190610,4.69,0.25,0.39
20190611,3.35,0.38,0.27
20190612,-4.22,-0.38,-0.38
20190613,8.08,0.33,0.68
20190614,5.36,0.47,0.45
20190615,-0.01,0.0,-0.02
20190616,1.6,0.14,0.12
20190617,-2.85,-0.4,-0.26
20190618,6.28,0.47,0.53
20190619,-0.85,-0.33,-0.09
20190620,7.46,0.82,0.63
20190621,6.08,0.75,0.51
20190622,6.08,0.75,0.51
20190623,2.09,0.5,0.16
20190624,0.26,0.0,0.01
20190625,2.79,0.29,0.22
20190626,0.17,-0.12,-0.0
20190627,-4.07,-0.23,-0.37
20190628,-5.03,-0.26,-0.45
20190629,2.51,0.33,0.2
20190630,-0.09,-0.2,-0.02
20190701,-3.12,0.14,-0.29
20190702,-4.42,-0.5,-0.4
20190703,7.76,0.83,0.65
20190704,-5.13,-0.5,-0.46
20190705,-3.6,-0.33,-0.33
20190706,0.67,0.33,0.04
20190707,-2.43,-0.6,-0.23
20190708,-0.13,-0.09,-0.03
20190709,0.41,0.17,0.02
20190710,1.75,0.14,0.13
20190711,3.26,0.38,0.26
20190712,5.42,0.18,0.45
20190713,0.42,1.0,0.02
20190714,-1.82,-0.5,-0.17
20190715,-1.02,-0.11,-0.1
20190716,-3.48,-0.2,-0.32
20190717,-0.73,0.11,-0.08
20190718,5.63,0.33,0.47
20190719,7.79,0.67,0.66
20190720,7.79,0.67,0.66
20190721,0.1,0.0,-0.01
20190722,4.3,0.45,0.35
20190723,-2.76,-0.17,-0.26
20190724,-2.57,-0.25,-0.24
20190725,4.04,0.45,0.33
20190726,4.83,0.45,0.4
20190727,0.0,0.0,-0.02
20190728,-0.86,-1.0,-0.09
20190729,-5.07,-0.33,-0.45
20190730,5.31,0.43,0.44
20190731,-1.13,-0.27,-0.11
20190801,-3.14,-0.2,-0.29
20190802,6.65,0.6,0.56
20190803,6.65,0.6,0.56
20190804,-0.12,0.0,-0.03
20190805,-0.96,-0.17,-0.1
20190806,1.47,0.0,0.11
20190807,-0.02,0.0,-0.02
20190808,6.0,0.33,0.5
20190809,2.31,0.14,0.18
20190810,2.31,0.14,0.18
20190811,-0.37,0.0,-0.05
20190812,3.28,0.29,0.27
20190813,-2.64,-0.4,-0.24
20190814,0.88,0.12,0.06
20190815,-0.34,0.09,-0.05
20190816,6.52,0.4,0.55
20190817,1.73,1.0,0.13
20190818,0.77,0.2,0.05
20190819,-0.8,-0.09,-0.09
20190820,2.16,0.23,0.17
20190821,3.18,0.37,0.26
20190822,-4.64,-0.16,-0.42
20190823,2.42,0.25,0.19
20190824,0.7,1.0,0.04
20190825,-1.85,-1.0,-0.18
20190826,2.39,0.14,0.19
20190827,1.3,0.2,0.1
20190828,1.46,0.17,0.11
20190829,2.9,0.4,0.23
20190830,-5.41,-0.54,-0.48
20190831,-0.72,0.0,-0.08
20190901,1.13,0.33,0.08
20190902,-1.72,-0.25,-0.17
20190903,-4.73,-0.47,-0.43
20190904,8.07,0.75,0.68
20190905,-4.92,-0.38,-0.44
20190906,0.8,0.0,0.05
20190907,0.8,0.0,0.05
20190908,-2.46,-0.5,-0.23
20190909,-0.86,-0.05,-0.09
20190910,-4.1,-0.22,-0.37
20190911,3.51,0.26,0.29
20190912,2.03,0.06,0.16
20190913,-1.89,-0.33,-0.18
20190914,0.7,0.0,0.04
20190915,1.9,0.43,0.15
20190916,8.47,0.57,0.71
20190917,-4.26,-0.29,-0.38
20190918,-4.9,-0.45,-0.44
20190919,4.91,0.43,0.41
20190920,5.73,0.5,0.48
20190921,-0.76,-1.0,-0.08
20190922,0.32,0.0,0.01
20190923,3.35,0.26,0.27
20190924,-1.56,-0.09,-0.15
20190925,-9.4,-0.71,-0.83
20190926,2.57,0.33,0.21
20190927,1.19,0.14,0.09
20190928,1.19,0.14,0.09
20190929,-1.65,-1.0,-0.16
20190930,-2.38,-0.27,-0.22
20191001,1.63,0.33,0.12
20191002,-2.25,-0.12,-0.21
20191003,4.25,0.38,0.35
20191004,-1.63,-0.14,-0.16
20191005,-0.99,-0.33,-0.1
20191006,-0.97,-1.0,-0.1
20191007,-1.6,-0.33,-0.16
20191008,-0.68,-0.08,-0.08
20191009,-0.33,-0.07,-0.05
20191010,6.2,0.5,0.52
20191011,3.18,0.33,0.26
20191012,0.98,1.0,0.07
20191013,2.04,1.0,0.16
20191014,2.6,0.23,0.21
20191015,-6.25,-0.67,-0.56
20191016,5.88,0.57,0.49
20191017,-0.04,0.09,-0.02
20191018,-3.22,-0.5,-0.3
20191019,-3.22,-0.5,-0.3
20191020,-0.69,-1.0,-0.08
20191021,-5.46,-0.38,-0.49
20191022,-0.02,0.0,-0.02
20191023,1.91,0.14,0.15
20191024,0.56,0.07,0.03
20191025,1.24,0.0,0.09
20191026,1.24,0.0,0.09
20191027,-0.86,-1.0,-0.09
20191028,-4.56,-0.33,-0.41
20191029,-6.95,-0.54,-0.62
20191030,-1.84,0.0,-0.18
20191031,-0.43,0.0,-0.05
20191101,-1.51,-0.2,-0.15
20191102,0.88,1.0,0.06
20191103,-2.84,-1.0,-0.26
20191104,1.99,0.25,0.16
20191105,3.77,0.33,0.31
20191106,1.96,0.12,0.15
20191107,-0.98,0.0,-0.1
20191108,1.38,0.09,0.1
20191109,-0.97,-1.0,-0.1
20191110,-0.86,-1.0,-0.09
20191111,-5.18,-0.56,-0.46
20191112,1.81,0.27,0.14
20191113,1.82,0.2,0.14
20191114,1.95,0.27,0.15
20191115,3.49,0.4,0.28
20191116,3.49,0.4,0.28
20191117,-0.86,-1.0,-0.09
20191118,-0.46,-0.11,-0.06
20191119,-3.02,-0.27,-0.28
20191120,2.25,0.4,0.18
20191121,-2.05,-0.27,-0.19
20191122,3.46,0.56,0.28
20191123,0.92,1.0,0.06
20191124,-0.86,-1.0,-0.09
20191125,-1.23,-0.25,-0.12
20191126,-0.04,0.0,-0.02
20191127,-3.55,-0.43,-0.32
20191128,-3.78,-0.4,-0.34
20191129,-2.71,-0.23,-0.25
20191130,-2.71,-0.23,-0.25
20191201,0.12,-0.33,-0.01
20191202,-0.72,-0.14,-0.08
20191203,6.89,0.54,0.58
20191204,-2.16,-0.08,-0.2
20191205,5.11,0.33,0.42
20191206,2.48,0.23,0.2
20191207,2.48,0.23,0.2
20191208,-0.63,-0.2,-0.07
20191209,-3.23,-0.29,-0.3
20191210,-0.98,0.0,-0.1
20191211,2.57,0.4,0.21
20191212,0.66,0.2,0.04
20191213,6.64,0.5,0.56
20191214,6.64,0.5,0.56
20191215,0.1,0.0,-0.01
20191216,2.16,0.27,0.17
20191217,-0.96,-0.11,-0.1
20191218,-3.61,-0.33,-0.33
20191219,9.25,0.56,0.78
20191220,-1.37,-0.14,-0.14
20191221,0.89,1.0,0.06
20191222,-0.02,0.0,-0.02
20191223,8.2,1.0,0.69
20191224,2.59,0.6,0.21
20191225,-0.81,-0.33,-0.09
20191226,3.67,0.71,0.3
20191227,3.56,0.67,0.29
20191228,3.56,0.67,0.29
20191229,0.88,1.0,0.06
20191230,5.11,0.71,0.42
20191231,-0.71,0.0,-0.08
